,Movie name,Rating,Genres,Release_date,Runtime,Director,Url
434,Yu-Gi-Oh!: The Dark Side of Dimensions (2016),76.0,"Adventure,Animation",04/23/2016,              2h 10m          ,Satoshi Kuwabara,https://www.themoviedb.org/movie/366170-the-dark-side-of-dimensions
435,Journey 2: The Mysterious Island (2012),61.0,"Adventure,Action,Science Fiction",02/10/2012,              1h 34m          ,Brad Peyton,https://www.themoviedb.org/movie/72545-journey-2-the-mysterious-island
436,Dragon Ball GT: A Hero's Legacy (1997),67.0,"Animation,Family,Fantasy",03/26/1997,              45m          ,Osamu Kasai,https://www.themoviedb.org/movie/18095-gt
437,A Nun's Curse (2020),62.0,Horror,05/12/2020,              1h 13m          ,Tommy Faircloth,https://www.themoviedb.org/movie/636879-a-nun-s-curse
438,Interstellar (2014),84.0,"Adventure,Drama,Science Fiction",11/07/2014,              2h 49m          ,Christopher Nolan,https://www.themoviedb.org/movie/157336-interstellar
439,Seobok: Project Clone (2021),75.0,"Science Fiction,Action",04/15/2021,              1h 54m          ,Lee Yong-ju,https://www.themoviedb.org/movie/586047
440,Pokémon the Movie: Secrets of the Jungle (2020),71.0,"Animation,Adventure",12/25/2020,              1h 38m          ,Tetsuo Yajima,https://www.themoviedb.org/movie/662708
441,Fear Street: 1994 (2021),68.0,"Mystery,Horror",07/02/2021,              1h 47m          ,Leigh Janiak,https://www.themoviedb.org/movie/591273-fear-street-1994
442,Road to Ninja: Naruto the Movie (2012),76.0,"Animation,Fantasy,Action",07/28/2012,              1h 49m          ,Hayato Date,https://www.themoviedb.org/movie/118406-road-to-ninja-naruto-the-movie
443,Hello World (2019),72.0,"Animation,Romance,Science Fiction",09/20/2019,              1h 38m          ,Tomohiko Ito,https://www.themoviedb.org/movie/604605-hello-world
444,No Manches Frida 2 (2019),81.0,Comedy,03/15/2019,              1h 42m          ,Nacho G. Velilla,https://www.themoviedb.org/movie/554596-no-manches-frida-2
445,Why Women Cheat (2021),33.0,Romance,07/06/2021,              1h 17m          ,Nacho G. Velilla,https://www.themoviedb.org/movie/848932
446,Photocopier (2021),71.0,"Drama,Mystery,Thriller",01/13/2022,              2h 10m          ,Wregas Bhanuteja,https://www.themoviedb.org/movie/858815-penyalin-cahaya
447,Ready Player One (2018),76.0,"Science Fiction,Adventure,Action",03/30/2018,              2h 20m          ,Steven Spielberg,https://www.themoviedb.org/movie/333339-ready-player-one
448,The King's Daughter (2022),74.0,"Fantasy,Drama,Romance,History",01/21/2022,              1h 34m          ,Sean McNamara,https://www.themoviedb.org/movie/245842-the-king-s-daughter
449,7 Prisoners (2021),71.0,"Drama,Crime",11/11/2021,              1h 33m          ,Alexandre Moratto,https://www.themoviedb.org/movie/785538-7-prisioneiros
450,Windfall (2022),53.0,"Crime,Drama,Thriller",03/18/2022,              1h 32m          ,Charlie McDowell,https://www.themoviedb.org/movie/850018-windfall
451,Ted (2012),64.0,"Comedy,Fantasy",06/29/2012,              1h 47m          ,Seth MacFarlane,https://www.themoviedb.org/movie/72105-ted
452,Bohemian Rhapsody (2018),80.0,"Music,Drama,History",11/16/2018,              2h 15m          ,Bryan Singer,https://www.themoviedb.org/movie/424694-bohemian-rhapsody
453,Captain Marvel (2019),69.0,"Action,Adventure,Science Fiction",03/08/2019,              2h 4m          ,"Anna Boden , Ryan Fleck",https://www.themoviedb.org/movie/299537-captain-marvel
454,Songbird (2020),62.0,"Thriller,Romance,Drama,Mystery",12/10/2020,              1h 25m          ,Adam Mason,https://www.themoviedb.org/movie/721625-songbird
455,Rascal Does Not Dream of a Dreaming Girl (2019),85.0,"Animation,Comedy,Romance,Drama,Fantasy",06/15/2019,              1h 30m          ,Souichi Masui,https://www.themoviedb.org/movie/572154
456,The Dark Knight Rises (2012),78.0,"Action,Crime,Drama,Thriller",07/20/2012,              2h 45m          ,Christopher Nolan,https://www.themoviedb.org/movie/49026-the-dark-knight-rises
457,Ninja Assassin (2009),65.0,Action,09/29/2009,              1h 39m          ,James McTeigue,https://www.themoviedb.org/movie/22832-ninja-assassin
458,Jiu Jitsu (2020),50.0,"Action,Science Fiction,Fantasy",11/20/2020,              1h 42m          ,Dimitri Logothetis,https://www.themoviedb.org/movie/590706-jiu-jitsu
459,The Island of Giant Insects (2020),45.0,"Mystery,Drama,Horror,Adventure,Animation",01/10/2020,              1h 16m          ,"Takeo Takahashi , Naoyuki Tatsuwa",https://www.themoviedb.org/movie/658558
460,Dragon Ball Z: Bojack Unbound (1993),70.0,"Action,Animation,Science Fiction",07/10/1993,              51m          ,Yoshihiro Ueda,https://www.themoviedb.org/movie/39105-z
461,The Twilight Saga: Breaking Dawn - Part 2 (2012),65.0,"Adventure,Fantasy,Drama,Romance",11/16/2012,              1h 55m          ,Bill Condon,https://www.themoviedb.org/movie/50620-the-twilight-saga-breaking-dawn-part-2
462,The Twilight Saga: Breaking Dawn - Part 1 (2011),62.0,"Adventure,Fantasy,Romance",11/17/2011,              1h 57m          ,Bill Condon,https://www.themoviedb.org/movie/50619-the-twilight-saga-breaking-dawn-part-1
463,The Shack (2017),74.0,"Drama,Fantasy",03/03/2017,              2h 12m          ,Stuart Hazeldine,https://www.themoviedb.org/movie/345938-the-shack
464,Love Tactics (2022),68.0,"Romance,Comedy",02/11/2022,              1h 37m          ,Emre Kabakuşak,https://www.themoviedb.org/movie/927855-ask-taktikleri
465,Maleficent: Mistress of Evil (2019),73.0,"Family,Fantasy,Adventure",10/18/2019,              1h 59m          ,Joachim Rønning,https://www.themoviedb.org/movie/420809-maleficent-mistress-of-evil
466,Top Gun (1986),70.0,"Action,Drama,Adventure",05/16/1986,              1h 50m          ,Tony Scott,https://www.themoviedb.org/movie/744-top-gun
467,Scooby-Doo (2002),60.0,"Mystery,Adventure,Comedy",06/14/2002,              1h 28m          ,Raja Gosnell,https://www.themoviedb.org/movie/9637-scooby-doo
468,Captain America: The First Avenger (2011),70.0,"Action,Adventure,Science Fiction",07/22/2011,              2h 4m          ,Joe Johnston,https://www.themoviedb.org/movie/1771-captain-america-the-first-avenger
469,Guardians of the Galaxy Vol. 2 (2017),76.0,"Adventure,Action,Science Fiction",05/05/2017,              2h 17m          ,James Gunn,https://www.themoviedb.org/movie/283995-guardians-of-the-galaxy-vol-2
470,Aquaslash (2019),41.0,"Horror,Comedy",06/23/2020,              1h 12m          ,Renaud Gauthier,https://www.themoviedb.org/movie/607383-aquaslash
471,King Richard (2021),79.0,"Drama,History",11/19/2021,              2h 25m          ,Reinaldo Marcus Green,https://www.themoviedb.org/movie/614917-king-richard
472,Public Enemies (2009),67.0,"Action,Crime",07/01/2009,              2h 20m          ,Michael Mann,https://www.themoviedb.org/movie/11322-public-enemies
473,El Paseo 6 (2021),31.0,Comedy,12/25/2021,              1h 37m          ,Rodrigo Triana,https://www.themoviedb.org/movie/920143-el-paseo-6
474,Dragon Ball Z: The World's Strongest (1990),64.0,"Action,Animation,Science Fiction",03/10/1990,              1h          ,Daisuke Nishio,https://www.themoviedb.org/movie/39100-z
475,The Last Airbender (2010),47.0,"Action,Adventure,Fantasy",07/01/2010,              1h 43m          ,M. Night Shyamalan,https://www.themoviedb.org/movie/10196-the-last-airbender
476,Legend (2015),70.0,"Crime,Thriller",11/20/2015,              2h 12m          ,Brian Helgeland,https://www.themoviedb.org/movie/276907-legend
477,Dragon Ball Super: Broly (2018),78.0,"Action,Science Fiction,Animation",03/29/2019,              1h 41m          ,Tatsuya Nagamine,https://www.themoviedb.org/movie/503314
478,Never Back Down: Revolt (2021),66.0,Action,11/16/2021,              1h 29m          ,Kellie Madison,https://www.themoviedb.org/movie/763025-never-back-down-revolt
479,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",71.0,"Adventure,Family,Fantasy",12/09/2005,              2h 23m          ,Andrew Adamson,https://www.themoviedb.org/movie/411-the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe
480,Creed (2015),74.0,Drama,11/27/2015,              2h 13m          ,Ryan Coogler,https://www.themoviedb.org/movie/312221-creed
481,Barbie: Princess Charm School (2011),74.0,"Family,Animation,Fantasy",09/13/2011,              1h 19m          ,Ezekiel Norton,https://www.themoviedb.org/movie/73456-barbie-princess-charm-school
482,Brothers (2009),71.0,"Drama,Thriller,War",12/02/2009,              1h 44m          ,Jim Sheridan,https://www.themoviedb.org/movie/7445-brothers
483,Spirit: Stallion of the Cimarron (2002),77.0,"Western,Animation,Adventure,Comedy,Family,Drama",05/24/2002,              1h 23m          ,"Kelly Asbury , Lorna Cook",https://www.themoviedb.org/movie/9023-spirit-stallion-of-the-cimarron
484,Ponyo (2008),77.0,"Animation,Fantasy,Family",07/19/2008,              1h 40m          ,Hayao Miyazaki,https://www.themoviedb.org/movie/12429
485,Abraham Lincoln: Vampire Hunter (2012),57.0,"Action,Fantasy,Horror",06/22/2012,              1h 34m          ,Timur Bekmambetov,https://www.themoviedb.org/movie/72331-abraham-lincoln-vampire-hunter
486,The Misfits (2021),55.0,"Action,Thriller",06/11/2021,              1h 34m          ,Renny Harlin,https://www.themoviedb.org/movie/581644-the-misfits
487,No One Gets Out Alive (2021),60.0,"Horror,Thriller,Mystery",09/29/2021,              1h 25m          ,Santiago Menghini,https://www.themoviedb.org/movie/740925-no-one-gets-out-alive
488,The Penitent Thief (2021),53.0,Drama,02/25/2021,              1h 33m          ,Lucas Miles,https://www.themoviedb.org/movie/778552-the-penitent-thief
489,Dragon Ball Z: Cooler's Revenge (1991),69.0,"Action,Animation,Science Fiction",07/20/1991,              48m          ,Mitsuo Hashimoto,https://www.themoviedb.org/movie/24752-doragon-boru-z-5-tobikkiri-no-saikyo-tai-saikyo
490,Plan A (2021),59.0,Thriller,12/09/2021,              1h 49m          ,"Yoav Paz , Doron Paz",https://www.themoviedb.org/movie/714968-plan-a
491,Lilo & Stitch (2002),75.0,"Animation,Family",06/21/2002,              1h 25m          ,"Dean DeBlois , Chris Sanders",https://www.themoviedb.org/movie/11544-lilo-stitch
492,Grown Ups (2010),63.0,Comedy,06/24/2010,              1h 42m          ,Dennis Dugan,https://www.themoviedb.org/movie/38365-grown-ups
493,Sweet & Sour (2021),79.0,"Comedy,Romance",06/04/2021,              1h 41m          ,Lee Kae-byeok,https://www.themoviedb.org/movie/662237
494,Dragon Ball Z Special 9 - Future Trunks Special (2016),75.0,Animation,08/10/2016,0,Lee Kae-byeok,https://www.themoviedb.org/movie/439157-z-f
495,Masquerade (2021),63.0,Thriller,07/30/2021,              1h 20m          ,Shane Dax Taylor,https://www.themoviedb.org/movie/835551-masquerade
496,The Lord of the Rings: The Fellowship of the Ring (2001),84.0,"Adventure,Fantasy,Action",03/15/2002,              2h 59m          ,Peter Jackson,https://www.themoviedb.org/movie/120-the-lord-of-the-rings-the-fellowship-of-the-ring
497,Come Play With Me (2021),71.0,Horror,02/25/2021,              1h 20m          ,Adrián García Bogliano,https://www.themoviedb.org/movie/676845-juega-conmigo
498,Voyagers (2021),61.0,"Science Fiction,Thriller",04/09/2021,              1h 48m          ,Neil Burger,https://www.themoviedb.org/movie/597890-voyagers
499,Inception (2010),84.0,"Action,Science Fiction,Adventure",07/16/2010,              2h 28m          ,Christopher Nolan,https://www.themoviedb.org/movie/27205-inception
500,Halo: Nightfall (2014),71.0,Science Fiction,02/05/2014,              1h 59m          ,Sergio Mimica-Gezzan,https://www.themoviedb.org/movie/487186-halo-nightfall
501,Love & Other Drugs (2010),70.0,"Drama,Comedy,Romance",11/24/2010,              1h 52m          ,Edward Zwick,https://www.themoviedb.org/movie/43347-love-other-drugs
502,After Porn Ends 2 (2017),54.0,Documentary,03/28/2017,              1h 30m          ,Bryce Wagoner,https://www.themoviedb.org/movie/440249-after-porn-ends-2
503,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai (2017),68.0,"Action,Animation,Adventure",06/30/2017,0,Bryce Wagoner,https://www.themoviedb.org/movie/575249-dragon-ball-z-the-real-4-d-at
504,X-Men: Apocalypse (2016),65.0,"Action,Adventure,Science Fiction,Fantasy",05/27/2016,              2h 24m          ,Bryan Singer,https://www.themoviedb.org/movie/246655-x-men-apocalypse
505,The Loud House Movie (2021),77.0,"Animation,Comedy,Adventure",08/20/2021,              1h 23m          ,Dave Needham,https://www.themoviedb.org/movie/410113-the-loud-house-movie
506,Taken 3 (2014),62.0,"Thriller,Action",01/08/2015,              1h 49m          ,Olivier Megaton,https://www.themoviedb.org/movie/260346-taken-3
507,American Badger (2021),59.0,Action,06/15/2021,              1h 28m          ,Kirk Caouette,https://www.themoviedb.org/movie/768449-american-badger
508,Rio (2011),67.0,"Animation,Adventure,Comedy,Family",04/08/2011,              1h 36m          ,Carlos Saldanha,https://www.themoviedb.org/movie/46195-rio
509,The Kissing Booth 3 (2021),71.0,"Romance,Comedy",08/11/2021,              1h 52m          ,Vince Marcello,https://www.themoviedb.org/movie/727745-the-kissing-booth-3
510,Solitary (2020),55.0,Science Fiction,08/31/2020,              1h 29m          ,Luke Armstrong,https://www.themoviedb.org/movie/725273-solitary
511,The Protégé (2021),66.0,Action,08/20/2021,              1h 49m          ,Martin Campbell,https://www.themoviedb.org/movie/645788-the-protege
512,Zootopia (2016),77.0,"Animation,Adventure,Family,Comedy",03/04/2016,              1h 49m          ,"Rich Moore , Byron Howard",https://www.themoviedb.org/movie/269149-zootopia
513,The Passion of the Christ (2004),74.0,Drama,05/07/2004,              2h 7m          ,Mel Gibson,https://www.themoviedb.org/movie/615-the-passion-of-the-christ
514,Fear Street: 1978 (2021),73.0,"Mystery,Horror",07/09/2021,              1h 50m          ,Leigh Janiak,https://www.themoviedb.org/movie/591274-fear-street-1978
515,In Time (2011),69.0,"Action,Thriller,Science Fiction",10/28/2011,              1h 49m          ,Andrew Niccol,https://www.themoviedb.org/movie/49530-in-time
516,Porn to Be Free (2016),55.0,Documentary,06/24/2016,              1h 19m          ,Carmine Amoroso,https://www.themoviedb.org/movie/381749-porno-liberta
517,22 vs. Earth (2021),71.0,"Family,Comedy,Fantasy,Animation",04/30/2021,              9m          ,Kevin Nolting,https://www.themoviedb.org/movie/811367-22-vs-earth
518,Malignant (2021),70.0,"Thriller,Horror,Mystery",09/10/2021,              1h 51m          ,James Wan,https://www.themoviedb.org/movie/619778-malignant
519,Psycho-Pass 3: First Inspector (2020),76.0,"Science Fiction,Action,Crime,Animation",03/27/2020,              2h 17m          ,Naoyoshi Shiotani,https://www.themoviedb.org/movie/655431-psycho-pass-3-first-inspector
520,Wrong Turn 2: Dead End (2007),60.0,"Horror,Thriller",10/08/2007,              1h 36m          ,Joe Lynch,https://www.themoviedb.org/movie/13186-wrong-turn-2-dead-end
521,Predators (2010),62.0,"Science Fiction,Action,Thriller",07/03/2010,              1h 47m          ,Nimród Antal,https://www.themoviedb.org/movie/34851-predators
522,Train to Busan (2016),78.0,"Action,Horror,Thriller",07/20/2016,              1h 58m          ,Yeon Sang-ho,https://www.themoviedb.org/movie/396535
523,Call Me by Your Name (2017),82.0,"Romance,Drama",02/28/2018,              2h 12m          ,Luca Guadagnino,https://www.themoviedb.org/movie/398818-call-me-by-your-name
524,Toy Story 3 (2010),78.0,"Animation,Family,Comedy",06/25/2010,              1h 43m          ,Lee Unkrich,https://www.themoviedb.org/movie/10193-toy-story-3
525,Altered Carbon: Resleeved (2020),65.0,"Animation,Science Fiction",03/19/2020,              1h 15m          ,"Yoshiyuki Okada , Takeru Nakajima",https://www.themoviedb.org/movie/665251
526,The Exorcist (1973),77.0,Horror,08/27/1977,              2h 2m          ,William Friedkin,https://www.themoviedb.org/movie/9552-the-exorcist
527,John Wick: Chapter 2 (2017),73.0,"Thriller,Action,Crime",02/24/2017,              2h 2m          ,Chad Stahelski,https://www.themoviedb.org/movie/324552-john-wick-chapter-2
528,The Intouchables (2011),83.0,"Drama,Comedy",07/13/2012,              1h 53m          ,"Olivier Nakache , Éric Toledano",https://www.themoviedb.org/movie/77338-intouchables
